ID,GeneralWeight,Valence,HappinessWeight,SadnessWeight,AngerWeight,FearWeight,DisgustWeight,SurpriseWeight
/vagrant/Lyrics/Alone,1.0,-1,0.09999999999999999,1.0,0.0,0.0,0.0,0.0
