entry,positiv,negativ,pstv,affil,ngtv,hostile,strong,power,weak,submit,active,passive,pleasur,pain,feel,arousal,emot,virtue,vice,ovrst,undrst,academ,doctrin,econ@,exch,econ,exprsv,legal,milit,polit@,polit,relig,role,coll,work,ritual,socrel,race,kin@,male,female,nonadlt,hu,ani,place,social,region,route,aquatic,land,sky,object,tool,food,vehicle,bldgpt,comnobj,natobj,bodypt,comform,com,say,need,goal,try,means,persist,complet,fail,natrpro,begin,vary,increas,decreas,finish,stay,rise,exert,fetch,travel,fall,think,know,causal,ought,perceiv,compare,eval@,eval,solve,abs@,abs,quality,quan,numb,ord,card,freq,dist,time@,time,space,pos,dim,rel,color,self,our,you,name,yes,no,negate,intrj,iav,dav,sv,ipadj,indadj,powgain,powloss,powends,powaren,powcon,powcoop,powaupt,powpt,powdoct,powauth,powoth,powtot,rcethic,rcrelig,rcgain,rcloss,rcends,rctot,rspgain,rsploss,rspoth,rsptot,affgain,affloss,affpt,affoth,afftot,wltpt,wlttran,wltoth,wlttot,wlbgain,wlbloss,wlbphys,wlbpsyc,wlbpt,wlbtot,enlgain,enlloss,enlends,enlpt,enloth,enltot,sklasth,sklpt,skloth,skltot,trngain,trnloss,tranlw,meanslw,endslw,arenalw,ptlw,nation,anomie,negaff,posaff,surelw,if,notlw,timespc,formlw
mt0035119161,13,6,13,7,5,4,12,3,14,0,17,14,0,1,0,4,3,7,2,9,7,0,0,2,0,1,0,1,0,1,0,0,4,0,1,1,10,0,1,1,4,0,4,0,8,1,0,1,4,0,2,3,1,0,1,0,0,1,0,3,1,0,0,0,3,5,0,2,1,4,0,0,1,0,2,0,0,0,1,8,0,0,0,1,2,4,0,0,7,0,0,3,0,8,1,0,1,2,0,18,3,14,0,2,3,0,4,0,3,0,0,0,2,1,22,5,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,3,2,0,1,1,4,0,0,0,0,1,0,4,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,4,0,2,20,1
