num_features,kernel,params,rank_test_score,mean_test_score,std_test_score
400,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",83,0.6533626245946801,0.046059776845610176
500,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",83,0.6469157390622174,0.05225237630372374
600,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",88,0.6413172011525171,0.049007936037515104
700,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",89,0.6467717714140861,0.04881611272515464
800,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",90,0.6463864254582427,0.04839016064088717
900,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",92,0.6482566622420488,0.051183540057171927
972,1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",92,0.6509383384698251,0.04904791225808358
10,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",18,0.5288762714150627,0.04751744327245444
25,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",8,0.5845465920488735,0.051517155004790385
50,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",53,0.5913752941285537,0.053018142364520536
100,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",87,0.582695452293023,0.0466210755331665
200,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",91,0.6018775794482444,0.05171057649380519
300,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",99,0.5960633406555674,0.051121257319980726
400,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",98,0.6093940699860502,0.04918669659345691
500,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",99,0.6136907675612123,0.04674666574096528
600,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",100,0.6092591993836668,0.04360473711016006
700,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",100,0.6093476322389297,0.04473201132546616
800,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",100,0.6027611295545402,0.04541121721930655
900,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",101,0.6001830846771402,0.0464919966015653
972,1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",103,0.5922490783718944,0.049077198784882266
