1 1:0.540658712387085 2:0.9732734560966492 3:138.8803253173828
1 1:0.5908269286155701 2:0.9579909443855286 3:144.03294372558594
1 1:0.43594881892204285 2:0.959933876991272 3:144.84681701660156
1 1:0.5450891256332397 2:0.5944593548774719 3:162.98745727539062
1 1:0.5323714017868042 2:0.8487518429756165 3:113.4956283569336
1 1:0.5295203328132629 2:0.9137075543403625 3:155.4164276123047
1 1:0.4909124970436096 2:0.9400790333747864 3:90.84355926513672
1 1:0.5745654702186584 2:0.9858120083808899 3:106.666015625
1 1:0.6088794469833374 2:0.9675625562667847 3:97.1929931640625
1 1:0.5630263686180115 2:0.9590941667556763 3:111.76286315917969
1 1:0.5653055906295776 2:0.9278417825698853 3:120.51045989990234
1 1:0.5740675926208496 2:0.9687697291374207 3:105.75701141357422
1 1:0.6228904128074646 2:0.9460786581039429 3:108.06350708007812
1 1:0.5302536487579346 2:0.9112990498542786 3:97.1079330444336
1 1:0.5648519992828369 2:0.8675017952919006 3:137.0695343017578
1 1:0.5398398637771606 2:0.9019081592559814 3:83.02616882324219
1 1:0.6051315665245056 2:0.9808905124664307 3:100.90380859375
1 1:0.47808000445365906 2:0.9717230200767517 3:134.9789276123047
1 1:0.5165800452232361 2:0.8164541721343994 3:142.27618408203125
1 1:0.5717191696166992 2:0.9237180352210999 3:133.60317993164062
1 1:0.5779956579208374 2:0.9511052370071411 3:117.8382568359375
1 1:0.6060659885406494 2:0.9577250480651855 3:147.70040893554688
1 1:0.5924719572067261 2:0.9749969244003296 3:129.86474609375
1 1:0.5146190524101257 2:0.9457921385765076 3:102.06185150146484
1 1:0.5934630036354065 2:0.9510932564735413 3:139.04672241210938
1 1:0.5744774341583252 2:0.9686927199363708 3:136.24232482910156
1 1:0.5261760950088501 2:0.9559087157249451 3:94.45703125
1 1:0.5150417685508728 2:0.9751297235488892 3:108.46814727783203
1 1:0.6063739061355591 2:0.9564533829689026 3:93.34004211425781
1 1:0.4880743622779846 2:0.8848471641540527 3:96.00745391845703
1 1:0.44751641154289246 2:0.9772143363952637 3:136.9813690185547
1 1:0.6408525109291077 2:0.9722763895988464 3:94.54679870605469
1 1:0.5114365220069885 2:0.9728912115097046 3:110.21673583984375
1 1:0.5553392767906189 2:0.9582160115242004 3:156.01455688476562
1 1:0.4985235929489136 2:0.8600588440895081 3:108.0887680053711
1 1:0.5827516317367554 2:0.7490674257278442 3:134.9723358154297
1 1:0.5086713433265686 2:0.8312156796455383 3:125.271240234375
1 1:0.5488086938858032 2:0.94435715675354 3:148.52980041503906
1 1:0.4966123700141907 2:0.9744041562080383 3:126.98278045654297
1 1:0.5067063570022583 2:0.9298840165138245 3:95.46565246582031
1 1:0.5711637139320374 2:0.8771957159042358 3:150.18142700195312
1 1:0.6049796938896179 2:0.9191665649414062 3:90.98421478271484
1 1:0.5968713760375977 2:0.9615753889083862 3:96.52051544189453
1 1:0.5623728036880493 2:0.9630265235900879 3:125.28478240966797
1 1:0.4522160291671753 2:0.9465427398681641 3:119.99270629882812
1 1:0.5289267301559448 2:0.9466845393180847 3:100.34284973144531
1 1:0.5493462681770325 2:0.9275060296058655 3:131.9622802734375
1 1:0.5089079141616821 2:0.970276951789856 3:162.5560302734375
1 1:0.4956419765949249 2:0.9658794403076172 3:122.86238098144531
1 1:0.6120582818984985 2:0.9345914125442505 3:94.80218505859375
1 1:0.5730856657028198 2:0.9168327450752258 3:108.09146881103516
1 1:0.4695885181427002 2:0.8493831157684326 3:143.92279052734375
1 1:0.5612566471099854 2:0.7955494523048401 3:100.65465545654297
1 1:0.3707417845726013 2:0.828005313873291 3:152.5254364013672
1 1:0.5655605792999268 2:0.9763200879096985 3:152.9527130126953
1 1:0.5891582369804382 2:0.9357509016990662 3:85.59768676757812
1 1:0.553631067276001 2:0.8340634107589722 3:94.57598114013672
1 1:0.45510903000831604 2:0.9473016262054443 3:99.77498626708984
1 1:0.5357456207275391 2:0.969969630241394 3:184.57025146484375
1 1:0.5868900418281555 2:0.9351377487182617 3:148.16893005371094
1 1:0.5771225094795227 2:0.8863086104393005 3:94.85671997070312
1 1:0.5390603542327881 2:0.9757367372512817 3:166.50840759277344
1 1:0.5923617482185364 2:0.9380018711090088 3:96.68345642089844
1 1:0.6050873398780823 2:0.9590780138969421 3:103.7284164428711
1 1:0.601798415184021 2:0.9517449736595154 3:91.6635513305664
1 1:0.6047747135162354 2:0.9518614411354065 3:162.66534423828125
1 1:0.5523473024368286 2:0.9363654851913452 3:90.27799224853516
1 1:0.5356826186180115 2:0.9468430876731873 3:111.70097351074219
1 1:0.519802451133728 2:0.825408399105072 3:103.42285919189453
1 1:0.6155242323875427 2:0.8945378065109253 3:134.5919952392578
1 1:0.5251299738883972 2:0.9357981085777283 3:165.2760467529297
1 1:0.5692312717437744 2:0.9667312502861023 3:123.63345336914062
1 1:0.5360794067382812 2:0.9695983529090881 3:152.6149444580078
1 1:0.6200100779533386 2:0.9604262113571167 3:89.60588836669922
1 1:0.4978995621204376 2:0.8497044444084167 3:120.10729217529297
1 1:0.5614742040634155 2:0.9538553357124329 3:119.89012145996094
1 1:0.5690222978591919 2:0.9755203127861023 3:112.41056823730469
1 1:0.5672523975372314 2:0.9619330763816833 3:104.15373992919922
1 1:0.5400320887565613 2:0.8265421390533447 3:166.46066284179688
1 1:0.44905030727386475 2:0.9660486578941345 3:119.64845275878906
1 1:0.5717855095863342 2:0.865608274936676 3:161.70736694335938
1 1:0.5355402827262878 2:0.935962438583374 3:164.9721221923828
1 1:0.5911769866943359 2:0.9117634296417236 3:140.27122497558594
1 1:0.45995032787323 2:0.935836672782898 3:100.9225845336914
1 1:0.5827780961990356 2:0.9115217328071594 3:142.41741943359375
1 1:0.5792210698127747 2:0.9524329900741577 3:123.51477813720703
1 1:0.5467926263809204 2:0.8718645572662354 3:142.813720703125
1 1:0.5884787440299988 2:0.9665514230728149 3:161.49899291992188
1 1:0.5058275461196899 2:0.9782907366752625 3:113.43944549560547
1 1:0.5862221121788025 2:0.9576420187950134 3:106.82765197753906
1 1:0.5634204149246216 2:0.5714628100395203 3:172.2655487060547
1 1:0.5133223533630371 2:0.9634823799133301 3:184.57022094726562
1 1:0.5327467322349548 2:0.9701920747756958 3:120.68933868408203
1 1:0.5358350872993469 2:0.9271161556243896 3:111.86882781982422
1 1:0.5382953882217407 2:0.926735520362854 3:119.8201675415039
1 1:0.4058918058872223 2:0.929439902305603 3:105.90817260742188
1 1:0.571540117263794 2:0.8484843373298645 3:120.64279174804688
1 1:0.5712695121765137 2:0.9578617811203003 3:154.0503387451172
1 1:0.4284205138683319 2:0.9670281410217285 3:138.67420959472656
1 1:0.5072144865989685 2:0.9286161661148071 3:99.56454467773438
1 1:0.590822696685791 2:0.9368901252746582 3:97.85759735107422
1 1:0.4884105622768402 2:0.9497057199478149 3:90.59027862548828
1 1:0.5776951313018799 2:0.9113606214523315 3:116.02568817138672
1 1:0.5151559114456177 2:0.9596791863441467 3:88.37104034423828
1 1:0.6029731631278992 2:0.9270147085189819 3:172.26564025878906
1 1:0.5524122714996338 2:0.9063708186149597 3:172.2655792236328
1 1:0.43723028898239136 2:0.9590615034103394 3:126.42693328857422
1 1:0.501045286655426 2:0.8947203159332275 3:111.62589263916016
1 1:0.5456756353378296 2:0.9379169344902039 3:95.17555236816406
1 1:0.5626668930053711 2:0.8373336791992188 3:122.19902801513672
1 1:0.6068955659866333 2:0.8124128580093384 3:110.68110656738281
1 1:0.5892799496650696 2:0.9560129642486572 3:90.12972259521484
1 1:0.5539611577987671 2:0.8940899968147278 3:155.2891082763672
1 1:0.5693487524986267 2:0.9461467266082764 3:129.4141845703125
1 1:0.5714507102966309 2:0.9654626846313477 3:115.92933654785156
1 1:0.5710679292678833 2:0.955659031867981 3:123.07228088378906
1 1:0.5524107813835144 2:0.8709344267845154 3:164.6000213623047
1 1:0.5847075581550598 2:0.9738970398902893 3:129.90914916992188
1 1:0.555788516998291 2:0.9196950197219849 3:102.83329772949219
1 1:0.5235711932182312 2:0.9341961145401001 3:178.20590209960938
1 1:0.5757091641426086 2:0.9232457876205444 3:103.73526763916016
1 1:0.5523378252983093 2:0.953728437423706 3:161.62921142578125
1 1:0.48523199558258057 2:0.9440189003944397 3:93.92970275878906
1 1:0.5557029843330383 2:0.9381995797157288 3:164.97219848632812
1 1:0.6063492894172668 2:0.714174747467041 3:115.69282531738281
1 1:0.557033896446228 2:0.9540848731994629 3:99.913330078125
1 1:0.6294220089912415 2:0.947252094745636 3:102.44889831542969
1 1:0.5298045873641968 2:0.911436915397644 3:90.6054458618164
1 1:0.6012051701545715 2:0.9510445594787598 3:128.7045440673828
1 1:0.5520959496498108 2:0.9369345903396606 3:96.26866149902344
1 1:0.5837392807006836 2:0.88637375831604 3:98.3688735961914
1 1:0.5657838582992554 2:0.9503186345100403 3:146.02252197265625
1 1:0.5835745334625244 2:0.966377317905426 3:118.2724609375
1 1:0.5031827092170715 2:0.9358980655670166 3:97.85444641113281
1 1:0.6042242646217346 2:0.9227314591407776 3:105.9704360961914
1 1:0.5227512717247009 2:0.7835391759872437 3:106.3897476196289
1 1:0.6439132690429688 2:0.9709525108337402 3:122.84325408935547
1 1:0.4982238709926605 2:0.9202290773391724 3:132.22044372558594
1 1:0.5254344344139099 2:0.9786707758903503 3:111.4919662475586
1 1:0.5991471409797668 2:0.879304051399231 3:156.1534881591797
1 1:0.5743699073791504 2:0.7273774147033691 3:162.54090881347656
1 1:0.4734666049480438 2:0.8909427523612976 3:96.12116241455078
1 1:0.5824339389801025 2:0.9372701644897461 3:139.93739318847656
1 1:0.6680473685264587 2:0.7988724708557129 3:162.85353088378906
1 1:0.4175795912742615 2:0.6559444069862366 3:95.16659545898438
1 1:0.5651319026947021 2:0.7608921527862549 3:110.76104736328125
1 1:0.5518474578857422 2:0.9126110672950745 3:98.71868133544922
1 1:0.5627542734146118 2:0.9705197215080261 3:113.60411834716797
1 1:0.6200299263000488 2:0.9466484189033508 3:164.65420532226562
1 1:0.5004684329032898 2:0.7178452014923096 3:108.2952651977539
1 1:0.6146250367164612 2:0.8402348160743713 3:134.515869140625
1 1:0.5119110345840454 2:0.9509789943695068 3:96.19952392578125
1 1:0.5712127089500427 2:0.9688615798950195 3:166.23509216308594
1 1:0.4183180034160614 2:0.967244029045105 3:142.9668426513672
1 1:0.4774973690509796 2:0.19509710371494293 3:121.8179702758789
1 1:0.6602957248687744 2:0.7655066251754761 3:117.3561782836914
1 1:0.538968563079834 2:0.9071013331413269 3:139.80987548828125
2 1:0.5859284400939941 2:0.9595082998275757 3:104.19164276123047
2 1:0.6357894539833069 2:0.9518347382545471 3:89.82870483398438
2 1:0.6270928978919983 2:0.48273366689682007 3:86.20162200927734
2 1:0.39149314165115356 2:0.7647923231124878 3:108.11732482910156
2 1:0.5620348453521729 2:0.9848960041999817 3:117.93425750732422
2 1:0.507749617099762 2:0.9737507700920105 3:162.62110900878906
2 1:0.5978178381919861 2:0.8469266891479492 3:119.73974609375
2 1:0.5402024388313293 2:0.9376331567764282 3:122.22335052490234
2 1:0.5404782891273499 2:0.6259533762931824 3:162.32156372070312
2 1:0.5982661843299866 2:0.9458075165748596 3:154.41172790527344
2 1:0.5358129739761353 2:0.9037384390830994 3:155.33103942871094
2 1:0.6553338766098022 2:0.9715539813041687 3:116.920166015625
2 1:0.5945889949798584 2:0.42119336128234863 3:164.01980590820312
2 1:0.627449631690979 2:0.9757155179977417 3:126.23167419433594
2 1:0.6125653386116028 2:0.977688729763031 3:113.19338989257812
2 1:0.6040582060813904 2:0.9655754566192627 3:93.25603485107422
2 1:0.44270285964012146 2:0.9781839847564697 3:93.97930908203125
2 1:0.47696053981781006 2:0.8901960253715515 3:93.94097137451172
2 1:0.5594492554664612 2:0.979645848274231 3:150.90863037109375
2 1:0.554212749004364 2:0.97085040807724 3:172.26564025878906
2 1:0.4786861836910248 2:0.9450393915176392 3:100.48131561279297
2 1:0.5293698906898499 2:0.9076859354972839 3:144.10279846191406
2 1:0.6351066827774048 2:0.9594396352767944 3:134.8202362060547
2 1:0.6377418637275696 2:0.9490771293640137 3:94.91145324707031
2 1:0.5414033532142639 2:0.9535427093505859 3:136.94589233398438
2 1:0.5166752934455872 2:0.9355635046958923 3:95.4914779663086
2 1:0.5590113997459412 2:0.9811487197875977 3:98.5770263671875
2 1:0.5857389569282532 2:0.9767103791236877 3:93.54777526855469
2 1:0.6570524573326111 2:0.9849432706832886 3:125.82542419433594
2 1:0.6003700494766235 2:0.9744816422462463 3:100.01490020751953
2 1:0.599886953830719 2:0.9744653701782227 3:155.23770141601562
2 1:0.5004671216011047 2:0.9249786138534546 3:83.9790267944336
2 1:0.4070265293121338 2:0.9566521048545837 3:92.23815155029297
2 1:0.5215821266174316 2:0.9202432632446289 3:95.49909973144531
2 1:0.570777952671051 2:0.9770739674568176 3:155.06971740722656
2 1:0.5822046399116516 2:0.9627220630645752 3:133.9609375
2 1:0.384674072265625 2:0.9077117443084717 3:150.02503967285156
2 1:0.5015462636947632 2:0.959712028503418 3:129.2295379638672
2 1:0.621445894241333 2:0.9722836017608643 3:135.15090942382812
2 1:0.4772227704524994 2:0.9414322376251221 3:89.07527160644531
2 1:0.6479817628860474 2:0.9628127813339233 3:172.2655792236328
2 1:0.5908841490745544 2:0.9720723628997803 3:106.60118865966797
2 1:0.5830878615379333 2:0.4583803415298462 3:163.85574340820312
2 1:0.6046018004417419 2:0.9735594987869263 3:107.03656005859375
2 1:0.3434939682483673 2:0.9750036001205444 3:77.77759552001953
2 1:0.6256165504455566 2:0.9559869766235352 3:139.55770874023438
2 1:0.5330140590667725 2:0.9420445561408997 3:103.6195297241211
2 1:0.4008703827857971 2:0.898525595664978 3:117.96410369873047
2 1:0.5242472887039185 2:0.9694118499755859 3:98.0479507446289
2 1:0.5326270461082458 2:0.1683431714773178 3:129.49014282226562
2 1:0.6337242126464844 2:0.974425733089447 3:98.60607147216797
2 1:0.6069657206535339 2:0.9443070292472839 3:116.92349243164062
2 1:0.6819922924041748 2:0.977175772190094 3:126.06675720214844
2 1:0.5849853754043579 2:0.9623175859451294 3:107.86233520507812
2 1:0.605048656463623 2:0.9592278003692627 3:102.76126861572266
2 1:0.6311461925506592 2:0.979101836681366 3:104.71158599853516
2 1:0.5239097476005554 2:0.9431355595588684 3:103.91616821289062
2 1:0.5285999774932861 2:0.8196619153022766 3:118.64887237548828
2 1:0.6195604801177979 2:0.9773947596549988 3:126.75328826904297
2 1:0.43566203117370605 2:0.9718834757804871 3:86.82140350341797
2 1:0.49843406677246094 2:0.9719346165657043 3:128.39720153808594
2 1:0.4996243715286255 2:0.9765664339065552 3:102.6327133178711
2 1:0.4312058091163635 2:0.2818673849105835 3:165.08602905273438
2 1:0.45319506525993347 2:0.8685762882232666 3:103.04635620117188
2 1:0.5557768940925598 2:0.9732269644737244 3:127.02595520019531
2 1:0.3944135010242462 2:0.9796577095985413 3:142.07664489746094
2 1:0.45926761627197266 2:0.9673429131507874 3:92.48023223876953
2 1:0.5795059204101562 2:0.9841825366020203 3:106.9632339477539
2 1:0.6401029229164124 2:0.9857438206672668 3:118.10596466064453
2 1:0.5855927467346191 2:0.9321762919425964 3:117.63715362548828
2 1:0.5516259670257568 2:0.8960739374160767 3:161.4989471435547
2 1:0.43041685223579407 2:0.9554147720336914 3:80.662109375
2 1:0.5597684979438782 2:0.9470024108886719 3:153.17050170898438
2 1:0.4395136833190918 2:0.877436637878418 3:113.14998626708984
2 1:0.5100428462028503 2:0.9326725602149963 3:93.02789306640625
2 1:0.28258880972862244 2:0.9766590595245361 3:80.7923355102539
2 1:0.636161744594574 2:0.9663431644439697 3:139.1426544189453
2 1:0.5755160450935364 2:0.9674471616744995 3:99.3662338256836
2 1:0.6397591829299927 2:0.9657866954803467 3:151.21856689453125
2 1:0.6269611716270447 2:0.9677600264549255 3:162.38363647460938
2 1:0.4800904095172882 2:0.9358896613121033 3:97.7303466796875
2 1:0.5374098420143127 2:0.9456043243408203 3:122.62593841552734
2 1:0.6365333199501038 2:0.9628511667251587 3:90.23757934570312
2 1:0.5635682344436646 2:0.9765928387641907 3:123.07789611816406
2 1:0.5999624133110046 2:0.9783554673194885 3:95.49845886230469
2 1:0.5448787808418274 2:0.9776094555854797 3:161.6011199951172
2 1:0.4546874761581421 2:0.9803956747055054 3:122.41873931884766
2 1:0.6347408294677734 2:0.9707019925117493 3:113.94894409179688
2 1:0.6128629446029663 2:0.9812689423561096 3:92.03291320800781
2 1:0.6404191255569458 2:0.9761108160018921 3:129.67282104492188
2 1:0.5898563861846924 2:0.9611061215400696 3:112.8639907836914
2 1:0.6073501706123352 2:0.9707196354866028 3:100.25064086914062
2 1:0.5136275291442871 2:0.968234658241272 3:144.92523193359375
2 1:0.5403032302856445 2:0.9669994711875916 3:135.78785705566406
2 1:0.6503907442092896 2:0.9695001840591431 3:100.2966079711914
2 1:0.5905998945236206 2:0.9815681576728821 3:108.111328125
2 1:0.33232513070106506 2:0.9686719179153442 3:153.92860412597656
2 1:0.6612785458564758 2:0.9766106605529785 3:155.5036163330078
2 1:0.5902937054634094 2:0.9513612389564514 3:97.59479522705078
2 1:0.5448217988014221 2:0.9666334986686707 3:164.34063720703125
2 1:0.38097113370895386 2:0.9467287659645081 3:78.00767517089844
2 1:0.4136895537376404 2:0.9606128931045532 3:91.69071197509766
2 1:0.6459474563598633 2:0.974665641784668 3:162.7430877685547
2 1:0.5654224753379822 2:0.9673553109169006 3:106.40933227539062
2 1:0.5944240093231201 2:0.9711074233055115 3:103.25835418701172
2 1:0.6221506595611572 2:0.9666050672531128 3:150.5921173095703
2 1:0.6116006970405579 2:0.9660855531692505 3:100.20835876464844
2 1:0.5633301734924316 2:0.9055430889129639 3:94.83450317382812
2 1:0.584697425365448 2:0.9747551679611206 3:89.49235534667969
2 1:0.6058627367019653 2:0.9386987686157227 3:74.48309326171875
2 1:0.6409850120544434 2:0.9799121618270874 3:142.65013122558594
2 1:0.5340928435325623 2:0.9570677876472473 3:91.59947204589844
2 1:0.5892882347106934 2:0.9346710443496704 3:163.69248962402344
2 1:0.5804324746131897 2:0.8982136249542236 3:133.0450439453125
2 1:0.5148684978485107 2:0.9664130210876465 3:101.52281951904297
2 1:0.46285581588745117 2:0.9573659300804138 3:163.6925811767578
2 1:0.6215616464614868 2:0.9648206233978271 3:100.99079132080078
2 1:0.603456974029541 2:0.9757832884788513 3:131.1732635498047
2 1:0.5330724120140076 2:0.9139160513877869 3:139.82196044921875
2 1:0.5866280794143677 2:0.9667920470237732 3:125.75108337402344
2 1:0.5942316651344299 2:0.9696788787841797 3:135.85531616210938
2 1:0.4168955087661743 2:0.9522619843482971 3:96.055419921875
2 1:0.5690848231315613 2:0.8034515380859375 3:116.75342559814453
2 1:0.6344788074493408 2:0.9141086935997009 3:107.72525787353516
2 1:0.5850321054458618 2:0.9595472812652588 3:96.71905517578125
2 1:0.5477043390274048 2:0.9614395499229431 3:126.16139221191406
2 1:0.5280412435531616 2:0.6712689399719238 3:115.35850524902344
2 1:0.5277482271194458 2:0.9230791330337524 3:97.66348266601562
2 1:0.6182225942611694 2:0.9135417342185974 3:172.26565551757812
2 1:0.5566326379776001 2:0.97403484582901 3:129.16661071777344
2 1:0.6438634395599365 2:0.9160209894180298 3:105.8358383178711
2 1:0.5443967580795288 2:0.9629237651824951 3:108.19462585449219
2 1:0.605465829372406 2:0.9663134813308716 3:103.89555358886719
2 1:0.5302927494049072 2:0.9507885575294495 3:126.55691528320312
2 1:0.6218329071998596 2:0.9237384796142578 3:97.13200378417969
2 1:0.5975441932678223 2:0.959606409072876 3:130.0659637451172
2 1:0.5524390339851379 2:0.9760140180587769 3:172.26556396484375
2 1:0.5997076630592346 2:0.5377635359764099 3:123.15157318115234
2 1:0.5291608572006226 2:0.9678516387939453 3:172.26553344726562
2 1:0.5800405740737915 2:0.9808106422424316 3:111.08570098876953
2 1:0.6624369621276855 2:0.9770546555519104 3:114.35407257080078
2 1:0.5683211088180542 2:0.9657788872718811 3:98.67150115966797
2 1:0.5695807933807373 2:0.9739940762519836 3:93.4264144897461
2 1:0.5821995139122009 2:0.8130699396133423 3:98.90763092041016
2 1:0.6563340425491333 2:0.9626989364624023 3:178.20591735839844
2 1:0.5423880219459534 2:0.9779768586158752 3:92.96981048583984
2 1:0.47797611355781555 2:0.9754624962806702 3:97.59898376464844
2 1:0.6230307221412659 2:0.9611687660217285 3:86.97891998291016
2 1:0.6046843528747559 2:0.847136914730072 3:96.91834259033203
2 1:0.6118689775466919 2:0.9340769648551941 3:162.8580322265625
2 1:0.5687419176101685 2:0.9838643074035645 3:106.95209503173828
2 1:0.547267735004425 2:0.9755067825317383 3:112.10216522216797
2 1:0.6312009692192078 2:0.8544078469276428 3:129.98414611816406
2 1:0.609259843826294 2:0.9470459222793579 3:111.1583251953125
2 1:0.6444492340087891 2:0.9823554754257202 3:91.39193725585938
2 1:0.590945839881897 2:0.9491443634033203 3:107.15074920654297
2 1:0.482344388961792 2:0.9599838256835938 3:118.3769302368164
2 1:0.6255332827568054 2:0.9206372499465942 3:114.64973449707031
2 1:0.45580047369003296 2:0.8963406682014465 3:112.18397521972656
2 1:0.5465791821479797 2:0.9801786541938782 3:126.71549987792969
2 1:0.44577130675315857 2:0.6912927031517029 3:142.6258087158203
2 1:0.5924257636070251 2:0.8997591733932495 3:108.9806900024414
2 1:0.5656970739364624 2:0.7790012359619141 3:100.5438232421875
2 1:0.5602692365646362 2:0.9616383910179138 3:114.76713562011719
2 1:0.6150436997413635 2:0.9746237397193909 3:109.97555541992188
2 1:0.625162661075592 2:0.9794280529022217 3:95.18163299560547
2 1:0.5167633295059204 2:0.9581294059753418 3:128.75100708007812
2 1:0.5358601212501526 2:0.8709491491317749 3:120.14933776855469
2 1:0.5134211182594299 2:0.9299675822257996 3:100.15498352050781
2 1:0.6103341579437256 2:0.9428052306175232 3:117.34759521484375
2 1:0.5750097036361694 2:0.9390711188316345 3:109.14574432373047
2 1:0.6272808313369751 2:0.9357647895812988 3:108.73056030273438
2 1:0.5801683664321899 2:0.9699028730392456 3:102.09002685546875
2 1:0.6136519908905029 2:0.949576199054718 3:94.67964172363281
2 1:0.6242319345474243 2:0.9270486831665039 3:132.9938201904297
2 1:0.5520402789115906 2:0.9432483315467834 3:126.74370574951172
2 1:0.5863555669784546 2:0.9530849456787109 3:119.98895263671875
2 1:0.6120746731758118 2:0.9692489504814148 3:150.77490234375
2 1:0.49642041325569153 2:0.969841718673706 3:93.64892578125
2 1:0.5729256868362427 2:0.9707756042480469 3:155.53390502929688
2 1:0.4409603178501129 2:0.9640038013458252 3:97.98826599121094
2 1:0.6180704832077026 2:0.9692968130111694 3:118.3431167602539
2 1:0.5701988339424133 2:0.9634204506874084 3:129.66758728027344
2 1:0.5343420505523682 2:0.9781208634376526 3:94.29891967773438
2 1:0.6515878438949585 2:0.9544283151626587 3:123.3379135131836
2 1:0.5596843957901001 2:0.9488731622695923 3:115.15520477294922
2 1:0.5819187164306641 2:0.9710553884506226 3:93.62399291992188
2 1:0.5511428713798523 2:0.9627718925476074 3:95.53111267089844
2 1:0.6234307289123535 2:0.9467489123344421 3:97.052734375
