feature,weight
lowlevel.gfcc.kurt[13].vocal,0.0012066756396282858
lowlevel.gfcc.max[3].vocal,0.0016070693593924108
lowlevel.gfcc.max[5].vocal,0.0012066756396282858
lowlevel.gfcc.max[7].vocal,0.009867215092067847
lowlevel.gfcc.max[8].vocal,0.0016070693593924108
lowlevel.gfcc.max[9].vocal,0.024316609506968505
lowlevel.gfcc.max[10].vocal,0.0016070693593924108
lowlevel.gfcc.max[11].vocal,0.0016070693593924108
lowlevel.gfcc.max[12].vocal,0.011729598016259767
lowlevel.gfcc.max[13].vocal,0.0016070693593924108
lowlevel.gfcc.median[6].vocal,0.020870633461670743
lowlevel.gfcc.min[2].vocal,0.011155121437179226
lowlevel.gfcc.min[3].vocal,0.017736742327949313
lowlevel.gfcc.min[5].vocal,0.009872229581303143
lowlevel.gfcc.min[7].vocal,0.010647737757280673
lowlevel.gfcc.skew[9].vocal,0.0016070693593924108
lowlevel.gfcc.skew[11].vocal,0.0016070693593924108
lowlevel.gfcc.skew[13].vocal,0.0016070693593924108
lowlevel.gfcc.var[3].vocal,0.0016070693593924108
lowlevel.gfcc.var[5].vocal,0.0016070693593924108
lowlevel.gfcc.var[6].vocal,0.0016070693593924108
lowlevel.gfcc.var[7].vocal,0.014713212093211053
lowlevel.gfcc.var[8].vocal,0.008040151448928303
lowlevel.gfcc.var[9].vocal,0.010327384797475183
lowlevel.gfcc.var[10].vocal,0.0016070693593924108
lowlevel.gfcc.var[11].vocal,0.0016070693593924108
lowlevel.gfcc.var[12].vocal,0.0016070693593924108
lowlevel.gfcc.var[13].vocal,0.0016070693593924108
lowlevel.melbands.kurt[22].vocal,0.0012066756396282858
lowlevel.melbands.kurt[27].vocal,0.0016070693593924108
lowlevel.melbands.kurt[29].vocal,0.0016070693593924108
lowlevel.melbands128.kurt[1].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[5].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[10].vocal,0.018892700741769627
lowlevel.melbands128.kurt[35].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[40].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[44].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[45].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[46].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[48].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[53].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[54].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[61].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[63].vocal,0.0016070693593924108
lowlevel.melbands128.kurt[75].vocal,0.0016070693593924108
lowlevel.melbands128.kurt[76].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[82].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[94].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[95].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[103].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[104].vocal,0.0012066756396282858
lowlevel.melbands128.kurt[105].vocal,0.0012066756396282858
lowlevel.melbands128.max[9].vocal,0.0012066756396282858
lowlevel.melbands128.max[18].vocal,0.0012066756396282858
lowlevel.melbands128.max[59].vocal,0.0012066756396282858
lowlevel.melbands128.skew[4].vocal,0.0016070693593924108
lowlevel.melbands128.skew[18].vocal,0.0016070693593924108
lowlevel.melbands128.skew[19].vocal,0.010433734929649134
lowlevel.melbands128.skew[20].vocal,0.009881007284738858
lowlevel.melbands128.skew[22].vocal,0.0016070693593924108
lowlevel.melbands128.skew[26].vocal,0.0012066756396282858
lowlevel.melbands128.skew[29].vocal,0.0012066756396282858
lowlevel.melbands128.skew[38].vocal,0.0012066756396282858
lowlevel.melbands128.skew[39].vocal,0.0012066756396282858
lowlevel.melbands128.skew[42].vocal,0.0016070693593924108
lowlevel.melbands128.skew[49].vocal,0.0012066756396282858
lowlevel.melbands128.skew[50].vocal,0.0012066756396282858
lowlevel.melbands128.skew[51].vocal,0.0012066756396282858
lowlevel.melbands128.skew[55].vocal,0.0016070693593924108
lowlevel.melbands128.skew[84].vocal,0.0012066756396282858
lowlevel.melbands128.skew[86].vocal,0.0012066756396282858
lowlevel.mfcc.kurt[1].vocal,0.0016070693593924108
lowlevel.mfcc.kurt[2].vocal,0.0016070693593924108
lowlevel.mfcc.kurt[3].vocal,0.0012066756396282858
lowlevel.mfcc.kurt[4].vocal,0.0016070693593924108
lowlevel.mfcc.kurt[7].vocal,0.0012066756396282858
lowlevel.mfcc.max[4].vocal,0.0016070693593924108
lowlevel.mfcc.max[5].vocal,0.0016070693593924108
lowlevel.mfcc.max[6].vocal,0.011049723537913276
