kernel,params,rank_test_score,mean_test_score,std_test_score
10_4_0.1_poly,"{'C': 10, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",1,0.6211123478508874,0.04818772287936665
1000_3_auto_poly,"{'C': 1000, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",2,0.6199831015855115,0.050648345008892405
0.1_3_scale_poly,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",3,0.6195234619535193,0.05185892047361837
10_3_0.1_poly,"{'C': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",4,0.6187990992609064,0.04957642773888453
1_scale_rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",5,0.6185665128694797,0.046240772119990045
0.1_4_scale_poly,"{'C': 0.1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",6,0.6177181240833707,0.05053716245085616
10_0.1_rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",7,0.6154423948734215,0.05190481435730135
100_2_auto_poly,"{'C': 100, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",8,0.6108924479701205,0.0503066335275902
1_1_rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",9,0.6100747455816292,0.052379186539665785
10_auto_rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",10,0.6096899509737312,0.05166853089647185
1_0.1_rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",11,0.6084107715401668,0.04975855182029283
10_0.01_rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",12,0.6080060361609324,0.048824703718678836
0.1_2_1_poly,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",13,0.6076942164538609,0.048770880677889414
10_2_0.1_poly,"{'C': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",14,0.6075789793891353,0.04883429705552105
1000_2_0.01_poly,"{'C': 1000, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",14,0.6075789793891353,0.04883429705552105
0.1_2_scale_poly,"{'C': 0.1, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",16,0.6075477193287883,0.05239186991976126
100_0.001_rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",17,0.6071454256128352,0.050736343117206116
1000_0.0001_rbf,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'rbf'}",18,0.6067525124414029,0.05141061992543222
10_auto_sigmoid,"{'C': 10, 'gamma': 'auto', 'kernel': 'sigmoid'}",19,0.6065426910910054,0.05015422417435331
1_3_scale_poly,"{'C': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",20,0.606505962239065,0.04961235651188289
1_3_0.1_poly,"{'C': 1, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",21,0.6062774622568721,0.0512485809770593
1000_3_0.01_poly,"{'C': 1000, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",22,0.6061746079928336,0.051359691303165124
1_2_0.1_poly,"{'C': 1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",23,0.6046363005587704,0.05026834785366277
100_2_0.01_poly,"{'C': 100, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",23,0.6046363005587704,0.05026834785366277
1000_2_auto_poly,"{'C': 1000, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",25,0.6044496653917399,0.049609231479419764
1_2_scale_poly,"{'C': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",26,0.6038624872023902,0.04941453004817231
0.1_linear,"{'C': 0.1, 'kernel': 'linear'}",27,0.6025986707072731,0.050030249445796954
1000_0.0001_sigmoid,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'sigmoid'}",27,0.6025986707072731,0.050030249445796954
10_2_scale_poly,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",29,0.6025672462422059,0.048900147113047965
100_0.001_sigmoid,"{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}",30,0.6024818714858228,0.04992070198362411
10_0.01_sigmoid,"{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}",31,0.6022354342753828,0.04999964425476691
1000_4_auto_poly,"{'C': 1000, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly'}",32,0.6017118707087072,0.051037228237949345
10_scale_rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",33,0.6015247227815201,0.047370026117702774
100_2_0.1_poly,"{'C': 100, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",34,0.601231145341363,0.04947055553527901
1000_auto_rbf,"{'C': 1000, 'gamma': 'auto', 'kernel': 'rbf'}",35,0.6011442546566275,0.04643666737604682
1_2_1_poly,"{'C': 1, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",36,0.6010183134080023,0.049545073390191874
100_3_auto_poly,"{'C': 100, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",37,0.6001822392285748,0.05185651779332328
1_linear,"{'C': 1, 'kernel': 'linear'}",38,0.5987558134931141,0.05048318088950414
1000_0.001_sigmoid,"{'C': 1000, 'gamma': 0.001, 'kernel': 'sigmoid'}",39,0.5986302951669515,0.05058829682581115
100_0.01_sigmoid,"{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}",40,0.598534025488161,0.05063512970737756
1_4_0.1_poly,"{'C': 1, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",41,0.5975367305009195,0.05463190827741399
1_0.1_sigmoid,"{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}",42,0.5964391682037824,0.04993430287951603
1000_0.01_rbf,"{'C': 1000, 'gamma': 0.01, 'kernel': 'rbf'}",43,0.5962249314507694,0.05085376237733935
100_0.1_rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",44,0.595377213960626,0.048408212592906646
100_4_0.1_poly,"{'C': 100, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",45,0.594501558550294,0.04926890186509689
100_3_0.1_poly,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",46,0.593783800682615,0.05170192488233186
0.1_3_1_poly,"{'C': 0.1, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",46,0.593783800682615,0.05170192488233186
100_auto_rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",48,0.5920191124692765,0.052883308757016724
100_0.01_rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",49,0.5897335841603373,0.05178400111348335
1000_0.001_rbf,"{'C': 1000, 'gamma': 0.001, 'kernel': 'rbf'}",50,0.5874298760021142,0.0504898928393494
10_1_rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",51,0.5865859927276109,0.0502005735754882
1_4_scale_poly,"{'C': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",52,0.5865243775138365,0.04963219104023214
100_1_rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",53,0.5861707410422576,0.04941878790500419
1000_1_rbf,"{'C': 1000, 'gamma': 1, 'kernel': 'rbf'}",53,0.5861707410422576,0.04941878790500419
100_auto_sigmoid,"{'C': 100, 'gamma': 'auto', 'kernel': 'sigmoid'}",55,0.5860160860697027,0.04941186124274641
10_2_auto_poly,"{'C': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",56,0.5821899072532752,0.04906516313065763
100_scale_rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",57,0.5785227023249739,0.04627590715964359
1000_scale_rbf,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",57,0.5785227023249739,0.04627590715964359
10_0.1_sigmoid,"{'C': 10, 'gamma': 0.1, 'kernel': 'sigmoid'}",59,0.5784815835015827,0.050137989537151026
10_linear,"{'C': 10, 'kernel': 'linear'}",60,0.5760656224183095,0.05145710477019747
1000_0.01_sigmoid,"{'C': 1000, 'gamma': 0.01, 'kernel': 'sigmoid'}",61,0.5749153155338168,0.05040670102772964
1000_0.1_rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",62,0.5738619978516002,0.04750034066535524
1_auto_rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",63,0.5725818226813183,0.05172249134344006
10_3_scale_poly,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",64,0.5690336746835833,0.04514092186485659
100_linear,"{'C': 100, 'kernel': 'linear'}",65,0.5689271084899019,0.044040482045693906
1000_linear,"{'C': 1000, 'kernel': 'linear'}",66,0.5679292340335133,0.0495943591090219
100_3_1_poly,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",67,0.5679007039280439,0.04500668098324582
1000_3_1_poly,"{'C': 1000, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",67,0.5679007039280439,0.04500668098324582
10_3_1_poly,"{'C': 10, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",67,0.5679007039280439,0.04500668098324582
100_3_scale_poly,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",70,0.567785924916206,0.04513759142933319
1000_3_scale_poly,"{'C': 1000, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",70,0.567785924916206,0.04513759142933319
1000_3_0.1_poly,"{'C': 1000, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",72,0.5677608371031904,0.04520055995632057
1_3_1_poly,"{'C': 1, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",72,0.5677608371031904,0.04520055995632057
10_2_1_poly,"{'C': 10, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",74,0.5671407132136872,0.04292813941480749
1000_2_0.1_poly,"{'C': 1000, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",74,0.5671407132136872,0.04292813941480749
100_2_scale_poly,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",76,0.566260643724647,0.04355822941696247
1000_auto_sigmoid,"{'C': 1000, 'gamma': 'auto', 'kernel': 'sigmoid'}",77,0.5659136412318388,0.05151323741776245
1000_2_1_poly,"{'C': 1000, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",78,0.5655260445275535,0.044426027429950846
1000_2_scale_poly,"{'C': 1000, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",78,0.5655260445275535,0.044426027429950846
100_2_1_poly,"{'C': 100, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",78,0.5655260445275535,0.044426027429950846
1000_4_0.1_poly,"{'C': 1000, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",81,0.5650053129338924,0.045374000813231175
0.1_4_1_poly,"{'C': 0.1, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",81,0.5650053129338924,0.045374000813231175
100_4_1_poly,"{'C': 100, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
1000_4_1_poly,"{'C': 1000, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
10_4_1_poly,"{'C': 10, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
1_4_1_poly,"{'C': 1, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
10_4_scale_poly,"{'C': 10, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
1000_4_scale_poly,"{'C': 1000, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
100_4_scale_poly,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",83,0.5647634533028171,0.04535442416182073
