kernel,params,rank_test_score,mean_test_score,std_test_score
100_0.1_rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",1,0.689933046695347,0.052137598488684656
1000_0.1_rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",1,0.689933046695347,0.052137598488684656
10_0.1_rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",1,0.689933046695347,0.052137598488684656
100_4_0.01_poly,"{'C': 100, 'degree': 4, 'gamma': 0.01, 'kernel': 'poly'}",4,0.6856479292880333,0.05033413419544761
1_3_scale_poly,"{'C': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",5,0.6834157316346574,0.045474767986161076
10_scale_rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",6,0.6832214401017462,0.049219416831420996
1_2_scale_poly,"{'C': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",7,0.6830142497614728,0.048503463967515405
1000_0.0001_rbf,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'rbf'}",8,0.6825166056796589,0.049905895343523285
100_0.001_rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",9,0.6819951573364597,0.04989517072257251
10_0.01_rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",10,0.6812019150525792,0.05175308532028973
0.1_4_scale_poly,"{'C': 0.1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",11,0.6801043888723548,0.05233891999123168
100_auto_sigmoid,"{'C': 100, 'gamma': 'auto', 'kernel': 'sigmoid'}",12,0.6800444128429011,0.05113453709706393
1_0.1_rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",13,0.6798532878317289,0.0520348774651719
0.1_2_0.1_poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",14,0.6792071291058561,0.05104927035300446
1000_2_0.001_poly,"{'C': 1000, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",14,0.6792071291058561,0.05104927035300446
10_2_0.01_poly,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",14,0.6792071291058561,0.05104927035300446
100_3_0.01_poly,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",17,0.6791775344684876,0.047226989677375
0.1_3_0.1_poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",18,0.6790583751724991,0.047273701070637025
1000_scale_rbf,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",19,0.6787482863538367,0.04909009059359628
100_scale_rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",19,0.6787482863538367,0.04909009059359628
1000_3_auto_poly,"{'C': 1000, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",21,0.6782056669233097,0.04917313295195277
0.1_linear,"{'C': 0.1, 'kernel': 'linear'}",22,0.6782019521010192,0.05043857799624722
1000_0.0001_sigmoid,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'sigmoid'}",23,0.6780868837486704,0.05040883256106617
1000_2_auto_poly,"{'C': 1000, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",24,0.6779742375325877,0.045476659215609845
100_0.001_sigmoid,"{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}",25,0.6779682732689829,0.050340949760334625
100_auto_rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",26,0.6766911736790301,0.04417024880971367
1_scale_rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",27,0.6735025107682573,0.051882013180910694
10_0.01_sigmoid,"{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}",28,0.6732913258640153,0.05270134360546025
10_3_0.01_poly,"{'C': 10, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",29,0.6718295605009604,0.051350590088352494
1_4_scale_poly,"{'C': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",30,0.6716876620929342,0.04818229488221071
100_4_scale_poly,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",31,0.6705360418203231,0.047415130452669395
100_4_1_poly,"{'C': 100, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",31,0.6705360418203231,0.047415130452669395
10_4_1_poly,"{'C': 10, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",31,0.6705360418203231,0.047415130452669395
