feature,weight
lowlevel.barkbands_crest.min.original,0.027801692974787285
lowlevel.barkbands_flatness_db.min.original,0.026795978542166483
lowlevel.barkbands_flatness_db.skew.original,0.08119210564406676
lowlevel.barkbands_kurtosis.median.original,0.07090985076347311
lowlevel.barkbands_kurtosis.min.original,0.026795978542166483
lowlevel.barkbands_kurtosis.skew.original,0.026795978542166483
lowlevel.dissonance.kurt.original,0.026795978542166483
lowlevel.erbbands_crest.dvar.original,0.0575043922279261
lowlevel.erbbands_crest.kurt.original,0.08937444464987347
lowlevel.erbbands_crest.min.original,0.05631635125371717
lowlevel.erbbands_flatness_db.kurt.original,0.026795978542166483
lowlevel.erbbands_flatness_db.min.original,0.026795978542166483
lowlevel.erbbands_flatness_db.skew.original,0.04926256619493232
lowlevel.erbbands_kurtosis.max.original,0.027801692974787285
lowlevel.erbbands_kurtosis.min.original,0.027801692974787285
lowlevel.erbbands_kurtosis.skew.original,0.027801692974787285
lowlevel.erbbands_skewness.kurt.original,0.026795978542166483
lowlevel.erbbands_skewness.min.original,0.026795978542166483
lowlevel.erbbands_skewness.skew.original,0.026795978542166483
lowlevel.erbbands_spread.skew.original,0.049087321041486436
lowlevel.hfc.skew.original,0.06697930827648613
lowlevel.hfc.var.original,0.027801692974787285
lowlevel.loudness_ebu128.loudness_range.original,0.059787738715896536
lowlevel.loudness_ebu128.momentary.kurt.original,0.0577271116866406
lowlevel.loudness_ebu128.short_term.dvar.original,0.026795978542166483
lowlevel.loudness_ebu128.short_term.kurt.original,0.027801692974787285
lowlevel.loudness_ebu128.short_term.median.original,0.09163352001612228
lowlevel.melbands_crest.min.original,0.026795978542166483
lowlevel.melbands_flatness_db.kurt.original,0.026795978542166483
lowlevel.melbands_flatness_db.min.original,0.026795978542166483
lowlevel.melbands_kurtosis.dvar2.original,0.026795978542166483
lowlevel.melbands_kurtosis.min.original,0.026795978542166483
lowlevel.melbands_skewness.kurt.original,0.026795978542166483
lowlevel.melbands_skewness.min.original,0.027801692974787285
lowlevel.melbands_spread.max.original,0.027801692974787285
lowlevel.pitch_salience.kurt.original,0.026795978542166483
lowlevel.pitch_salience.max.original,0.026795978542166483
lowlevel.pitch_salience.skew.original,0.04623763860335612
lowlevel.silence_rate_30dB.min.original,0.027801692974787285
lowlevel.silence_rate_30dB.skew.original,0.026795978542166483
lowlevel.silence_rate_60dB.var.original,0.057937242151031514
lowlevel.spectral_centroid.max.original,0.026795978542166483
lowlevel.spectral_complexity.kurt.original,0.027801692974787285
lowlevel.spectral_energyband_low.median.original,0.04081164401856365
lowlevel.spectral_energyband_middle_high.max.original,0.027801692974787285
lowlevel.spectral_energyband_middle_high.skew.original,0.07723027580237275
lowlevel.spectral_energyband_middle_low.kurt.original,0.026795978542166483
lowlevel.spectral_energyband_middle_low.max.original,0.027801692974787285
