Features,Scores
lowlevel.mfcc.kurt[1].vocal,4.239762105991668
lowlevel.melbands128.kurt[54].vocal,4.169220482556042
lowlevel.erbbands.mean[9].vocal,4.161925450076049
lowlevel.melbands128.kurt[76].vocal,4.115048482764001
lowlevel.erbbands.median[9].vocal,4.113201354490911
tonal.chords_strength.dvar2.vocal,4.06399730775727
lowlevel.barkbands_kurtosis.dvar.vocal,4.031858614179341
lowlevel.spectral_contrast_coeffs.max[4].vocal,3.960508194549461
lowlevel.mfcc.var[11].vocal,3.931318994683782
lowlevel.gfcc.max[10].vocal,3.902831863279248
lowlevel.melbands128.kurt[104].vocal,3.8975450536668554
rhythm.beats_loudness_band_ratio.dvar2[3].vocal,3.8600962107764403
lowlevel.spectral_flux.kurt.vocal,3.7056886569810152
tonal.hpcp_crest.kurt.vocal,3.6930018157160274
lowlevel.melbands128.skew[55].vocal,3.65538542633025
rhythm.beats_loudness_band_ratio.kurt[6].vocal,3.630351658834421
lowlevel.spectral_centroid.min.vocal,3.6049887471289197
lowlevel.gfcc.var[11].vocal,3.6025673180959688
lowlevel.erbbands.var[31].vocal,3.5624093615383026
lowlevel.erbbands.mean[28].vocal,3.5354949264504327
lowlevel.spectral_rolloff.min.vocal,3.4538988971689233
lowlevel.erbbands.var[10].vocal,3.4388175612994365
lowlevel.melbands.kurt[22].vocal,3.428040270725949
lowlevel.erbbands_skewness.kurt.vocal,3.359201539223197
lowlevel.erbbands.kurt[15].vocal,3.331790001315752
lowlevel.erbbands.skew[37].vocal,3.3248762980481343
tonal.hpcp.kurt[23].vocal,3.3226909500725252
lowlevel.melbands128.kurt[5].vocal,3.3029877484819883
lowlevel.mfcc.max[4].vocal,3.301927065581652
lowlevel.erbbands.dmean2[11].vocal,3.298470093002682
lowlevel.erbbands.skew[1].vocal,3.2777329806928366
lowlevel.gfcc.var[10].vocal,3.2711070675112595
lowlevel.barkbands.dmean2[14].vocal,3.267264315613292
lowlevel.mfcc.var[6].vocal,3.2367564178201613
lowlevel.melbands128.max[9].vocal,3.2211262306932733
lowlevel.spectral_contrast_coeffs.var[2].vocal,3.202537353215415
lowlevel.gfcc.var[6].vocal,3.1940174219028377
lowlevel.gfcc.var[13].vocal,3.1883812030892926
tonal.chords_strength.min.vocal,3.147390609318614
tonal.hpcp_crest.var.vocal,3.120530892617762
lowlevel.melbands128.kurt[53].vocal,3.1197361899920235
tonal.hpcp.kurt[26].vocal,3.0879312779236265
lowlevel.barkbands_kurtosis.skew.vocal,3.042711580782515
lowlevel.melbands_kurtosis.dvar.vocal,2.999996596703271
tonal.chords_key.vocal,2.9403596191359154
tonal.chords_number_rate.vocal,2.9195201243613473
lowlevel.spectral_contrast_valleys.max[1].vocal,2.9150838864328885
lowlevel.spectral_skewness.min.vocal,2.86065329365457
lowlevel.spectral_energyband_middle_low.mean.vocal,2.824538383831839
tonal.key_edma.key.vocal,2.8120163859808853
lowlevel.erbbands_spread.median.vocal,2.699510004477713
lowlevel.gfcc.skew[9].vocal,2.677359988080525
lowlevel.melbands128.skew[22].vocal,2.649869937347977
lowlevel.gfcc.max[11].vocal,2.6469173380707254
lowlevel.erbbands.var[6].vocal,2.6173281283961405
lowlevel.erbbands.dvar2[12].vocal,2.588457568839535
lowlevel.silence_rate_30dB.var.vocal,2.5844606181559975
rhythm.beats_loudness_band_ratio.kurt[5].vocal,2.5749862997105057
lowlevel.melbands128.skew[84].vocal,2.5741213468930004
lowlevel.erbbands.median[8].vocal,2.573402414412901
lowlevel.gfcc.min[5].vocal,2.5554484732243856
lowlevel.mfcc.kurt[4].vocal,2.552136653378929
lowlevel.melbands128.kurt[95].vocal,2.5127636435825385
lowlevel.melbands128.kurt[105].vocal,2.5064970640615805
lowlevel.melbands128.kurt[103].vocal,2.469827898922248
lowlevel.mfcc.max[5].vocal,2.463617545756417
lowlevel.mfcc.var[12].vocal,2.4625330089749573
lowlevel.erbbands.dvar2[3].vocal,2.4476947025844193
lowlevel.mfcc.min[7].vocal,2.4258617694471107
lowlevel.pitch_salience.max.vocal,2.4246671217757627
lowlevel.gfcc.max[13].vocal,2.4071586829270935
lowlevel.mfcc.max[7].vocal,2.4009150208131365
lowlevel.gfcc.var[12].vocal,2.374143192463243
lowlevel.mfcc.var[5].vocal,2.37261035489458
tonal.chords_histogram[6].vocal,2.3421879931549605
lowlevel.gfcc.max[5].vocal,2.3002690189612127
tonal.hpcp.skew[21].vocal,2.295771721503927
tonal.chords_histogram[13].vocal,2.29041264532276
rhythm.beats_loudness_band_ratio.kurt[4].vocal,2.2821621157011056
lowlevel.melbands128.kurt[82].vocal,2.246754222308464
tonal.chords_histogram[2].vocal,2.2105714493567588
lowlevel.gfcc.var[3].vocal,2.178880961316654
lowlevel.erbbands.median[31].vocal,2.141594840679986
tonal.chords_histogram[24].vocal,2.1260381190150848
tonal.hpcp.kurt[25].vocal,2.118896089630412
lowlevel.gfcc.min[7].vocal,2.103612456142501
lowlevel.erbbands.dvar2[13].vocal,2.0950469140128334
lowlevel.erbbands.dvar2[24].vocal,2.074763416897386
lowlevel.barkbands_flatness_db.min.vocal,2.0537772824331038
lowlevel.erbbands.dvar2[29].vocal,2.0349635455245076
lowlevel.spectral_contrast_coeffs.var[5].vocal,1.9936420916860365
lowlevel.gfcc.max[3].vocal,1.9885463826801575
tonal.hpcp.kurt[33].vocal,1.9868039339682726
lowlevel.erbbands.dvar2[23].vocal,1.9781712600527117
lowlevel.spectral_rolloff.kurt.vocal,1.977114005455386
lowlevel.spectral_contrast_coeffs.var[4].vocal,1.9743651572988605
lowlevel.erbbands.dvar[16].vocal,1.9411228172701294
tonal.hpcp.kurt[13].vocal,1.940947341320471
lowlevel.erbbands_flatness_db.min.vocal,1.9372107301793722
tonal.chords_histogram[15].vocal,1.9091401191126907
lowlevel.mfcc.max[13].vocal,1.8781586090462103
tonal.chords_histogram[10].vocal,1.8767760362614183
tonal.chords_strength.max.vocal,1.8756035826981539
lowlevel.barkbands_spread.var.vocal,1.8603735797973113
lowlevel.spectral_contrast_valleys.dmean2[1].vocal,1.8350927538727004
lowlevel.erbbands.median[17].vocal,1.8147080597743313
lowlevel.erbbands.kurt[16].vocal,1.805481756118696
tonal.hpcp.kurt[5].vocal,1.7861516699477442
lowlevel.erbbands.max[1].vocal,1.7380357940402633
tonal.hpcp.kurt[7].vocal,1.736629617182635
lowlevel.erbbands.max[38].vocal,1.729129654207689
tonal.chords_histogram[14].vocal,1.722511155114545
tonal.hpcp.kurt[11].vocal,1.7175352429167279
lowlevel.erbbands.median[34].vocal,1.7124526086137282
tonal.chords_histogram[20].vocal,1.6988184338426002
lowlevel.erbbands.median[4].vocal,1.6920894159998525
lowlevel.spectral_kurtosis.var.vocal,1.674450040177288
lowlevel.erbbands.dvar2[25].vocal,1.6739726993042054
lowlevel.spectral_entropy.skew.vocal,1.6679293917600173
lowlevel.silence_rate_60dB.kurt.vocal,1.6482334979252071
lowlevel.melbands128.kurt[45].vocal,1.6216218819578083
tonal.chords_histogram[16].vocal,1.60830079001223
lowlevel.spectral_entropy.kurt.vocal,1.5885185471908854
tonal.chords_histogram[21].vocal,1.5713042774657426
lowlevel.erbbands_kurtosis.skew.vocal,1.5375351169921916
lowlevel.melbands128.kurt[94].vocal,1.5339329565069137
lowlevel.erbbands_spread.min.vocal,1.501503223490916
lowlevel.melbands_kurtosis.min.vocal,1.4832228810064336
tonal.hpcp.kurt[24].vocal,1.4723485171432378
lowlevel.gfcc.var[5].vocal,1.4627292169559438
lowlevel.spectral_contrast_valleys.kurt[6].vocal,1.4525606700660485
lowlevel.gfcc.kurt[2].vocal,1.4494548776410434
lowlevel.melbands128.kurt[40].vocal,1.4308192013839665
lowlevel.mfcc.median[13].vocal,1.4146034865569972
lowlevel.barkbands.max[18].vocal,1.4052404383900479
tonal.hpcp.kurt[31].vocal,1.3914572690388083
lowlevel.erbbands.kurt[14].vocal,1.36435825364748
lowlevel.melbands128.skew[86].vocal,1.3564002185079351
lowlevel.melbands128.skew[38].vocal,1.3489202899422659
lowlevel.melbands128.skew[39].vocal,1.341653427602631
tonal.chords_histogram[18].vocal,1.3165003430957576
lowlevel.melbands128.kurt[44].vocal,1.3120929610651162
lowlevel.melbands128.kurt[48].vocal,1.2939724101458243
lowlevel.gfcc.kurt[4].vocal,1.28208194038755
lowlevel.spectral_skewness.kurt.vocal,1.276193212320831
lowlevel.spectral_contrast_coeffs.kurt[6].vocal,1.2645261870039786
lowlevel.spectral_contrast_coeffs.var[6].vocal,1.2248099578629668
lowlevel.barkbands_skewness.kurt.vocal,1.204833524778408
lowlevel.spectral_strongpeak.kurt.vocal,1.1739021652475494
lowlevel.erbbands.dvar2[9].vocal,1.1691978189115555
lowlevel.loudness_ebu128.short_term.kurt.vocal,1.1593207217209343
lowlevel.melbands128.skew[26].vocal,1.1495046783434253
lowlevel.erbbands_kurtosis.min.vocal,1.1406408082355133
tonal.chords_histogram[5].vocal,1.118157538763566
lowlevel.erbbands.var[16].vocal,1.0670938329818738
tonal.chords_histogram[1].vocal,1.056330566310229
tonal.chords_histogram[23].vocal,1.0456587972998697
lowlevel.barkbands_spread.max.vocal,1.041253183760996
lowlevel.spectral_contrast_coeffs.skew[6].vocal,1.0367518014401313
rhythm.beats_loudness_band_ratio.kurt[3].vocal,1.003658753865395
lowlevel.melbands128.max[59].vocal,1.0011043311576295
lowlevel.erbbands.kurt[13].vocal,1.000942762751714
tonal.chords_histogram[3].vocal,0.9821541492152964
lowlevel.melbands_flatness_db.min.vocal,0.9809334743024221
lowlevel.melbands128.skew[29].vocal,0.9646331601222043
lowlevel.pitch_salience.kurt.vocal,0.9459011869323952
lowlevel.melbands128.skew[42].vocal,0.9370530833195427
lowlevel.melbands128.skew[4].vocal,0.8917962638810449
lowlevel.gfcc.kurt[8].vocal,0.8590036410236939
lowlevel.mfcc.kurt[3].vocal,0.8555701882838223
lowlevel.spectral_contrast_coeffs.kurt[4].vocal,0.8157673189555859
tonal.chords_histogram[4].vocal,0.7533910839506417
lowlevel.mfcc.kurt[2].vocal,0.7414796470712938
lowlevel.gfcc.kurt[5].vocal,0.7231431927798178
lowlevel.mfcc.kurt[7].vocal,0.7096910855295823
lowlevel.gfcc.skew[13].vocal,0.657236014738091
tonal.chords_histogram[22].vocal,0.6560193703278725
rhythm.beats_count.vocal,0.6501815973349726
lowlevel.melbands128.kurt[35].vocal,0.6469811721237663
lowlevel.melbands128.skew[51].vocal,0.6191281020041133
tonal.chords_histogram[8].vocal,0.6023495179167343
lowlevel.gfcc.kurt[6].vocal,0.5408700426641524
lowlevel.spectral_spread.skew.vocal,0.5279941008660681
tonal.chords_histogram[7].vocal,0.5216608618900114
lowlevel.melbands128.skew[49].vocal,0.5041726889833923
tonal.chords_strength.kurt.vocal,0.5010021209461852
tonal.chords_histogram[17].vocal,0.4960684019181114
lowlevel.melbands128.kurt[46].vocal,0.4947050390013872
lowlevel.barkbands_spread.skew.vocal,0.47930597335324976
lowlevel.melbands128.kurt[1].vocal,0.4792006795390866
lowlevel.gfcc.kurt[10].vocal,0.4322528281450456
lowlevel.melbands128.skew[50].vocal,0.42383271273535017
tonal.hpcp_entropy.var.vocal,0.4002847416508383
lowlevel.erbbands_skewness.skew.vocal,0.387914370719306
tonal.chords_histogram[12].vocal,0.38376330457549096
lowlevel.loudness_ebu128.momentary.kurt.vocal,0.3639627914154774
lowlevel.gfcc.skew[11].vocal,0.35297168433883236
lowlevel.gfcc.kurt[7].vocal,0.3422644767882214
tonal.chords_histogram[11].vocal,0.3243620237188232
tonal.chords_histogram[9].vocal,0.3017329247354922
lowlevel.gfcc.kurt[9].vocal,0.2988610126306954
tonal.chords_scale.vocal,0.29441624365482233
lowlevel.melbands_kurtosis.skew.vocal,0.2710221951050346
lowlevel.spectral_contrast_coeffs.min[1].vocal,0.25950828363971323
lowlevel.barkbands_kurtosis.median.vocal,0.2580607940049127
lowlevel.melbands128.max[18].vocal,0.23641814385333762
lowlevel.melbands_skewness.skew.vocal,0.23082500779655676
lowlevel.spectral_spread.min.vocal,0.22739105193671916
lowlevel.gfcc.kurt[12].vocal,0.1727231491898418
lowlevel.gfcc.kurt[13].vocal,0.15403128581716763
lowlevel.spectral_energyband_high.skew.vocal,0.13633909120578802
lowlevel.gfcc.kurt[11].vocal,0.12752661703235468
tonal.hpcp_entropy.kurt.vocal,0.11261495182867462
tonal.chords_histogram[19].vocal,0.0617389053757985
lowlevel.barkbands_kurtosis.min.vocal,0.025699916398678
