Features,Scores
lowlevel.barkbands_crest.min.original,6.721442108402734
lowlevel.barkbands_flatness_db.min.original,0.14914816272491388
lowlevel.barkbands_flatness_db.skew.original,1.8730611863046727
lowlevel.barkbands_kurtosis.median.original,7.263552829972227
lowlevel.barkbands_kurtosis.min.original,2.3168935304381053
lowlevel.barkbands_kurtosis.skew.original,0.7431257294238275
lowlevel.dissonance.kurt.original,10.201985656720009
lowlevel.erbbands_crest.dvar.original,4.43155566372226
lowlevel.erbbands_crest.kurt.original,12.774240553537302
lowlevel.erbbands_crest.min.original,6.4835358650398796
lowlevel.erbbands_flatness_db.kurt.original,0.4090145802848284
lowlevel.erbbands_flatness_db.min.original,0.14511293044317738
lowlevel.erbbands_flatness_db.skew.original,3.58891059101455
lowlevel.erbbands_kurtosis.max.original,12.222213220159029
lowlevel.erbbands_kurtosis.min.original,1.9603014978058906
lowlevel.erbbands_kurtosis.skew.original,1.2501143193156652
lowlevel.erbbands_skewness.kurt.original,0.1581827814596481
lowlevel.erbbands_skewness.min.original,0.06648630569844627
lowlevel.erbbands_skewness.skew.original,0.3034123481387986
lowlevel.erbbands_spread.skew.original,2.827009898890439
lowlevel.hfc.skew.original,8.424333576088141
lowlevel.hfc.var.original,1.273411722304361
lowlevel.loudness_ebu128.loudness_range.original,14.794464764801933
lowlevel.loudness_ebu128.momentary.kurt.original,8.059261010935442
lowlevel.loudness_ebu128.short_term.dvar.original,2.568643893685637
lowlevel.loudness_ebu128.short_term.kurt.original,8.722007202704638
lowlevel.loudness_ebu128.short_term.median.original,10.373153029053764
lowlevel.melbands_crest.min.original,0.28164623703469427
lowlevel.melbands_flatness_db.kurt.original,0.73731620865837
lowlevel.melbands_flatness_db.min.original,0.069595737390032
lowlevel.melbands_kurtosis.dvar2.original,2.9999999999267866
lowlevel.melbands_kurtosis.min.original,1.1994052286380907
lowlevel.melbands_skewness.kurt.original,0.48331600927015494
lowlevel.melbands_skewness.min.original,0.4599058637329233
lowlevel.melbands_spread.max.original,1.4155401545315323
lowlevel.pitch_salience.kurt.original,0.16459544868278989
lowlevel.pitch_salience.max.original,1.260814167794619
lowlevel.pitch_salience.skew.original,1.9686672124961175
lowlevel.silence_rate_30dB.min.original,24.219354838709677
lowlevel.silence_rate_30dB.skew.original,0.4994823271089332
lowlevel.silence_rate_60dB.var.original,17.576665708723464
lowlevel.spectral_centroid.max.original,0.1742284279722574
lowlevel.spectral_complexity.kurt.original,4.575897868734805
lowlevel.spectral_energyband_low.median.original,12.131724468812584
lowlevel.spectral_energyband_middle_high.max.original,2.290188640659807
lowlevel.spectral_energyband_middle_high.skew.original,7.019309448671995
lowlevel.spectral_energyband_middle_low.kurt.original,1.6792702698423263
lowlevel.spectral_energyband_middle_low.max.original,4.086806149217617
lowlevel.spectral_energyband_middle_low.mean.original,3.3828945125585923
lowlevel.spectral_entropy.dmean.original,9.311895871854151
lowlevel.spectral_entropy.kurt.original,19.86963228081402
lowlevel.spectral_entropy.max.original,0.049812902895973454
lowlevel.spectral_flux.kurt.original,12.009287733916533
lowlevel.spectral_kurtosis.min.original,0.34444862879852206
lowlevel.spectral_rolloff.max.original,0.23575062717779696
lowlevel.spectral_rolloff.min.original,0.20621190777239795
lowlevel.spectral_skewness.kurt.original,4.322845739045796
lowlevel.spectral_skewness.min.original,0.1370948832584623
lowlevel.spectral_spread.dvar.original,0.33157923113126675
lowlevel.spectral_spread.kurt.original,3.437569935880783
lowlevel.spectral_spread.max.original,0.12555436745784831
lowlevel.spectral_strongpeak.kurt.original,4.238649838209564
lowlevel.spectral_strongpeak.var.original,7.902437936559913
lowlevel.zerocrossingrate.max.original,0.30509925128227483
rhythm.beats_loudness.max.original,2.7183488725849694
rhythm.beats_loudness.min.original,3.3259403648976313
rhythm.beats_loudness.skew.original,5.944172550637568
rhythm.bpm.original,1.345324643273819
rhythm.danceability.original,6.739054768855684
rhythm.onset_rate.original,9.100424119154843
tonal.chords_number_rate.original,0.4491716962291814
tonal.chords_strength.kurt.original,0.5992349768345386
tonal.chords_strength.median.original,1.4389133450289033
tonal.chords_strength.min.original,0.45966967436116846
tonal.chords_strength.skew.original,0.26155409825736664
tonal.chords_strength.var.original,0.1890218382547399
tonal.hpcp_crest.max.original,0.6905167713032738
tonal.hpcp_entropy.dvar2.original,10.032279611097053
tonal.hpcp_entropy.kurt.original,1.3495198498594232
tonal.hpcp_entropy.skew.original,2.8463061047656817
tonal.key_temperley.strength.original,6.782792803061442
tonal.tuning_frequency.original,1.139602301711967
tonal.tuning_nontempered_energy_ratio.original,15.14064784664937
lowlevel.barkbands.dmean2[10].original,4.59316938515828
lowlevel.barkbands.kurt[8].original,0.6364530387386942
lowlevel.barkbands.max[6].original,9.291523649491566
lowlevel.barkbands.max[10].original,3.0600214825720293
lowlevel.barkbands.max[11].original,3.6739115528291713
lowlevel.barkbands.max[20].original,1.7954316971260518
lowlevel.barkbands.mean[6].original,11.935418847837624
lowlevel.barkbands.mean[7].original,10.15428950606838
lowlevel.barkbands.skew[9].original,1.6847103918653688
lowlevel.barkbands.skew[10].original,2.0556683755675174
lowlevel.barkbands.skew[11].original,2.168263513907977
lowlevel.barkbands.skew[12].original,2.4927962837497977
lowlevel.barkbands.skew[13].original,5.260576019221243
lowlevel.barkbands.skew[15].original,8.863144534084274
lowlevel.barkbands.skew[18].original,14.29557476915768
lowlevel.erbbands.dmean2[12].original,3.758775098977339
lowlevel.erbbands.dvar[27].original,2.841779402486128
lowlevel.erbbands.dvar2[5].original,0.6220837144621612
lowlevel.erbbands.dvar2[19].original,2.1314569448823573
lowlevel.erbbands.dvar2[22].original,2.5594327191775554
lowlevel.erbbands.dvar2[23].original,5.450636075504198
lowlevel.erbbands.dvar2[24].original,3.1236815274918395
lowlevel.erbbands.median[9].original,3.8228164423451685
lowlevel.erbbands.median[22].original,107.07525936762771
lowlevel.erbbands.skew[6].original,0.7902310746090209
lowlevel.erbbands.var[6].original,2.5486091258191976
lowlevel.erbbands.var[8].original,11.1661691740774
lowlevel.erbbands.var[9].original,10.469785068331548
lowlevel.erbbands.var[13].original,3.6844100002832074
lowlevel.erbbands.var[14].original,2.3880384699978268
lowlevel.erbbands.var[16].original,1.4749399501547105
lowlevel.erbbands.var[17].original,3.959702604896681
lowlevel.erbbands.var[25].original,4.640346755398497
lowlevel.erbbands.var[27].original,0.6573940905113826
lowlevel.gfcc.kurt[2].original,2.407749851566974
lowlevel.gfcc.kurt[3].original,11.036131528996554
lowlevel.gfcc.kurt[4].original,7.876731257793805
lowlevel.gfcc.kurt[5].original,0.35845152156888205
lowlevel.gfcc.kurt[6].original,0.56603695896688
lowlevel.gfcc.kurt[7].original,0.154091911613461
lowlevel.gfcc.kurt[8].original,0.263671939898551
lowlevel.gfcc.kurt[9].original,0.28847060789929363
lowlevel.gfcc.kurt[10].original,0.14382573841985785
lowlevel.gfcc.kurt[11].original,0.25389095258120253
lowlevel.gfcc.kurt[12].original,0.5078920635010472
lowlevel.gfcc.kurt[13].original,0.458297790293943
lowlevel.gfcc.max[5].original,2.065721153919779
lowlevel.gfcc.max[10].original,2.6185730011197554
lowlevel.gfcc.max[11].original,4.3724605000634575
lowlevel.gfcc.max[12].original,2.912764010285556
lowlevel.gfcc.max[13].original,1.9082787811845452
lowlevel.gfcc.min[2].original,0.09992135432353073
lowlevel.gfcc.min[5].original,2.697149678206846
lowlevel.gfcc.min[7].original,0.8260404623999047
lowlevel.gfcc.min[8].original,6.084216195871086
lowlevel.gfcc.min[9].original,1.9616686940780406
lowlevel.gfcc.min[10].original,1.483344545414243
lowlevel.gfcc.min[11].original,0.567530907615247
lowlevel.gfcc.min[12].original,1.7346166720906213
lowlevel.gfcc.min[13].original,2.504600518272064
lowlevel.gfcc.skew[4].original,5.601374549554689
lowlevel.gfcc.skew[5].original,0.8597321162043918
lowlevel.gfcc.skew[6].original,1.5373925809921725
lowlevel.gfcc.skew[7].original,0.504773785296613
lowlevel.gfcc.skew[8].original,2.3033793748919744
lowlevel.gfcc.skew[9].original,0.17087060341013804
lowlevel.gfcc.skew[10].original,0.013963939921849017
lowlevel.gfcc.skew[11].original,0.06397068557970174
lowlevel.gfcc.skew[12].original,0.04623444045633509
lowlevel.gfcc.skew[13].original,0.251464727471384
lowlevel.gfcc.var[3].original,7.1099550053299145
lowlevel.gfcc.var[5].original,2.6954412524861113
lowlevel.gfcc.var[8].original,5.1628782378612
lowlevel.gfcc.var[13].original,13.375558565462798
lowlevel.melbands.kurt[1].original,3.3458215659259833
lowlevel.melbands.kurt[2].original,3.3912500808865307
lowlevel.melbands.kurt[12].original,2.542523443546216
lowlevel.melbands.max[14].original,3.0830941912806464
lowlevel.melbands.max[15].original,3.175779512909215
lowlevel.melbands.skew[9].original,0.23173427281273976
lowlevel.melbands.skew[17].original,5.761515730805426
lowlevel.melbands.skew[31].original,21.061785654900905
lowlevel.melbands128.kurt[1].original,3.8003588362884724
lowlevel.melbands128.kurt[2].original,3.274460343870315
lowlevel.melbands128.kurt[8].original,2.304164979886188
lowlevel.melbands128.kurt[13].original,0.4865847773537479
lowlevel.melbands128.kurt[15].original,1.4858802898804282
lowlevel.melbands128.kurt[17].original,2.920426342009251
lowlevel.melbands128.kurt[22].original,0.8041069677960611
lowlevel.melbands128.kurt[24].original,1.3974341477511278
lowlevel.melbands128.kurt[29].original,2.140000252450138
lowlevel.melbands128.kurt[39].original,4.278595168488045
lowlevel.melbands128.kurt[92].original,11.020685814362876
lowlevel.melbands128.kurt[103].original,2.7598808132858803
lowlevel.melbands128.max[17].original,6.481407303978212
lowlevel.melbands128.max[19].original,6.24288875354069
