numFeatures,fit_time_mean,fit_time_std,score_time_mean,score_time_std,f1_micro_mean,f1_micro_std,f1_macro_mean,f1_macro_std,accuracy_mean,accuracy_std,precision_micro_mean,precision_micro_std,precision_macro_mean,precision_macro_std,recall_micro_mean,recall_micro_std,recall_macro_mean,recall_macro_std
81,19.236,1.892,0.011,0.003,0.613,0.047,0.611,0.047,0.613,0.047,0.613,0.047,0.619,0.047,0.613,0.047,0.613,0.047
82,19.829,1.935,0.011,0.002,0.616,0.047,0.614,0.046,0.616,0.047,0.616,0.047,0.623,0.046,0.616,0.047,0.616,0.047
83,20.108,1.959,0.011,0.003,0.615,0.048,0.613,0.047,0.615,0.048,0.615,0.048,0.621,0.047,0.615,0.048,0.615,0.048
84,20.361,1.991,0.011,0.003,0.617,0.046,0.615,0.046,0.617,0.046,0.617,0.046,0.624,0.046,0.617,0.046,0.617,0.047
85,20.660,2.052,0.011,0.003,0.616,0.046,0.614,0.046,0.616,0.046,0.616,0.046,0.622,0.046,0.616,0.046,0.616,0.047
86,20.924,2.050,0.011,0.003,0.615,0.048,0.613,0.048,0.615,0.048,0.615,0.048,0.622,0.049,0.615,0.048,0.615,0.049
87,21.252,2.045,0.011,0.003,0.617,0.049,0.615,0.049,0.617,0.049,0.617,0.049,0.624,0.049,0.617,0.049,0.617,0.049
88,21.226,2.065,0.011,0.003,0.617,0.048,0.616,0.048,0.617,0.048,0.617,0.048,0.625,0.048,0.617,0.048,0.617,0.048
89,21.379,2.116,0.012,0.003,0.620,0.049,0.618,0.049,0.620,0.049,0.620,0.049,0.627,0.049,0.620,0.049,0.620,0.049
90,21.378,2.099,0.011,0.003,0.621,0.047,0.620,0.046,0.621,0.047,0.621,0.047,0.629,0.047,0.621,0.047,0.622,0.047
91,21.660,2.091,0.012,0.003,0.621,0.049,0.619,0.049,0.621,0.049,0.621,0.049,0.628,0.049,0.621,0.049,0.621,0.049
92,21.815,2.161,0.012,0.003,0.621,0.049,0.619,0.050,0.621,0.049,0.621,0.049,0.628,0.051,0.621,0.049,0.621,0.050
