numFeatures,fit_time_mean,fit_time_std,score_time_mean,score_time_std,f1_micro_mean,f1_micro_std,f1_macro_mean,f1_macro_std,accuracy_mean,accuracy_std,precision_micro_mean,precision_micro_std,precision_macro_mean,precision_macro_std,recall_micro_mean,recall_micro_std,recall_macro_mean,recall_macro_std
800,2.497,0.664,0.206,0.068,0.691,0.050,0.690,0.051,0.691,0.050,0.691,0.050,0.698,0.050,0.691,0.050,0.691,0.050
810,2.852,1.296,0.193,0.097,0.690,0.049,0.690,0.050,0.690,0.049,0.690,0.049,0.698,0.049,0.690,0.049,0.690,0.049
820,2.563,0.881,0.203,0.096,0.690,0.049,0.690,0.050,0.690,0.049,0.690,0.049,0.698,0.049,0.690,0.049,0.690,0.050
830,2.578,0.797,0.218,0.101,0.690,0.049,0.690,0.049,0.690,0.049,0.690,0.049,0.699,0.048,0.690,0.049,0.690,0.049
840,2.505,1.012,0.193,0.083,0.691,0.048,0.690,0.048,0.691,0.048,0.691,0.048,0.699,0.048,0.691,0.048,0.691,0.048
850,3.425,1.488,0.229,0.110,0.690,0.049,0.689,0.050,0.690,0.049,0.690,0.049,0.698,0.049,0.690,0.049,0.690,0.050
860,2.463,1.332,0.203,0.097,0.690,0.049,0.690,0.049,0.690,0.049,0.690,0.049,0.698,0.049,0.690,0.049,0.690,0.049
870,2.907,0.784,0.232,0.079,0.691,0.048,0.690,0.048,0.691,0.048,0.691,0.048,0.699,0.047,0.691,0.048,0.691,0.048
880,2.886,0.708,0.228,0.104,0.691,0.049,0.691,0.049,0.691,0.049,0.691,0.049,0.699,0.049,0.691,0.049,0.691,0.050
890,2.930,1.036,0.240,0.109,0.690,0.049,0.689,0.049,0.690,0.049,0.690,0.049,0.698,0.049,0.690,0.049,0.690,0.049
900,2.839,1.066,0.231,0.092,0.689,0.048,0.689,0.048,0.689,0.048,0.689,0.048,0.698,0.048,0.689,0.048,0.689,0.049
910,3.489,1.388,0.244,0.115,0.685,0.049,0.685,0.049,0.685,0.049,0.685,0.049,0.694,0.049,0.685,0.049,0.685,0.049
920,3.145,0.776,0.236,0.099,0.685,0.051,0.685,0.051,0.685,0.051,0.685,0.051,0.694,0.050,0.685,0.051,0.685,0.051
930,4.056,1.698,0.276,0.135,0.683,0.050,0.683,0.050,0.683,0.050,0.683,0.050,0.692,0.049,0.683,0.050,0.683,0.050
940,3.156,0.981,0.240,0.108,0.684,0.050,0.683,0.050,0.684,0.050,0.684,0.050,0.692,0.049,0.684,0.050,0.684,0.050
950,3.609,1.919,0.237,0.108,0.684,0.050,0.684,0.050,0.684,0.050,0.684,0.050,0.692,0.049,0.684,0.050,0.684,0.050
960,3.916,1.407,0.283,0.135,0.683,0.050,0.683,0.050,0.683,0.050,0.683,0.050,0.692,0.049,0.683,0.050,0.683,0.050
970,3.460,0.780,0.279,0.092,0.683,0.049,0.683,0.049,0.683,0.049,0.683,0.049,0.692,0.048,0.683,0.049,0.683,0.049
972,4.414,1.729,0.266,0.138,0.682,0.050,0.682,0.049,0.682,0.050,0.682,0.050,0.691,0.049,0.682,0.050,0.682,0.050
